Name,Price,Warranty,Brand,Purpose,Color,gen,CPU,Number of cores,Clock,Cache,OS,Ram,Max Ram,Display Size,Touchable,Display Res,Integrated Graphics,AddGraphics,VGA Memory,HDD,SSD,Optical Disk,Number Keys,LED,USB Ports,HDMI Ports,LANPorts,VGAPorts,Weight,Cells pin,VR support
Máy xách tay/ Laptop Lenovo Ideapad 320-15ISK 80XH01RKVN (i3-6006U) (Đen),9.790.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Windows 10,4GB,Không,"15.6""",Không,1920 x 1080,Intel HD Graphics 520,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Không,Không,1.9kg,2,Không
Máy xách tay/ Laptop Lenovo Ideapad 320-15IKB 81BG00E1VN (i7-8550U) (Xám),16.990.000 ?,12,LENOVO,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,4GB,16GB,"15.6""",Không,1920 x 1080,Intel UHD Graphics 620,NVIDIA GeForce MX150,2GB,1TB,Không có,Có,Có,Không có,3,1,Không,Không,1.9kg,2,Không
Máy xách tay/ Laptop Lenovo Ideapad 520-15IKB 81BF00BSVN (i5-8250U) (Vàng),15.790.000 ?,12,LENOVO,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,nvidia geforce 940m,2gb,1TB,Không có,Có,Có,Không có,3,1,Có,Không,2.2kg,2,Không
"Máy xách tay/ Laptop MacBook 12"" MNYK2LL/A (Vàng ??ng)",33.450.000 ?,12,Apple,Multimedia,Vàng,Intel Core i5,i5,2,2.3 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2560 x 1600,Intel HD Graphics,Không có,Không,Không có,256GB,Không,Không,Không có,1,1,Không,Có,1.37kg,Gắn liền,Không
Máy xách tay/ Laptop Asus UX430UN-GV121T (I5-8250U) (Vàng ??ng),25.490.000 ?,24,Asus,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce MX150,2GB,Không có,512GB,Không,Không,Không có,3,1,Không,Không,1.25kg,3,Không
Máy xách tay/ Laptop Dell Inspiron 3567-N3567A (Đen),10.790.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Linux,6GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Không,Không có,3,1,Có,Không,2.3KG,4,Không
Máy xách tay/ Laptop Acer A515-51-39L4 (NX.GP4SV.016) (Xám),10.290.000 ?,12,Acer,Multimedia,Xám,Intel Core i3 7th Gen,i3-7130U,2,2.7 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,500GB,Không có,Không,Có,Không có,5,1,Có,Không,2kg,4,Không
"Máy xách tay/ Laptop MacBook 12"" MNYH2LL/A (Bạc)",31.090.000 ?,12,Apple,Office,Bạc,Intel Core M3,Core M3,2,1.2 GHz,3MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics,Không có,Không,Không có,256GB,Không,Không,Không có,1,1,Không,Có,0.92kg,Gắn liền,Không
Máy xách tay/ Laptop Lenovo G5070-6136,14.990.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i7 4th Gen,I7-4510U,2,2.0 GHz,4MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,AMD Radeon R5 M230,2GB,500GB,Không có,Có,Có,Không có,3,1,Không,Không,2.3kg,4,Không
"Máy xách tay/ Laptop MacBook 12"" MNYF2ZP/A (Xám)",31.090.000 ?,12,Apple,Multimedia,Xám,Intel Core M3,Core M3,2,1.8 GHz,6MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,256GB,Không,Không,Không có,2,1,Có,Không,0,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXV2LL/A (Xám)",45.000.000 ?,12,Apple,Multimedia,Xám,Intel Core i5,i5,2,3.1 GHz,6MB,OS X,8GB,Không,"13.3""",Không,2560 x 1600,Intel HD Graphics,Không có,Không,Không có,256GB,Không,Không,Không có,4,0,Không,Không,1.37 kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXW2LL/A (Xám)",52.390.000 ?,12,Apple,Multimedia,Bạc,Intel Core i5,i5,4,3.1 GHz,12MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2560 x 1600,Intel Plus Graphics 650,Không có,Không,Không có,512GB,Không,Không,Đơn sắc,0,0,Không,Không,2.2 kg,Gắn liền,Không
Máy xách tay/ Laptop Acer G3-572-50XL (NH.Q2CSV.001) (Đen),23.490.000 ?,12,Acer,Gaming,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050Ti,4GB,1TB,Không có,Không,Có,Không có,4,1,Có,Không,2.7Kg,4,Không
Máy xách tay/ Laptop Asus X541UV-GO607 (I5-7200U) (Đen),10.590.000 ?,24,Asus,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,NVIDIA GeForce 920MX,2GB,1TB,Không có,Có,Có,Không có,4,1,Có,Có,2kg,3,Không
Máy xách tay/ Laptop Asus UX510UX-CN204 (I5-7200U) (Xám),14.390.000 ?,24,Asus,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce GTX 950M,2GB,1TB,Không có,Không,Có,Không có,5,1,Không,Không,2kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 310-15IKB 80TV02FCVN (i5-7200U) (Đen),10.590.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 920M,2GB,1TB,Không có,Không,Có,Không có,3,1,Có,Không,2.1kg,2,Không
Máy xách tay/ Laptop Dell Inspiron 14 5468-K5CDP1 (Bạc),12.790.000 ?,12,Dell,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Radeon R7 M440,2GB,500GB,Không có,Có,Không,Không có,3,1,Có,Có,2.06kg,4,Không
Máy xách tay/ Laptop Asus X541UJ-GO421 (I3-6006U) (Đen),8.790.000 ?,24,Asus,Multimedia,Đen,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,NVIDIA GeForce 920M,2GB,500GB,Không có,Có,Có,Không có,3,1,Có,Có,2kg,3,Không
Máy xách tay/ Laptop Acer Swift 5 SF514-51-72F8 (NX.GLDSV.003) I7-7500U (Đen),19.490.000 ?,12,Acer,Multimedia,Đen,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Free DOS,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Không,Không,1.35kg,3,Không
Máy xách tay/ Laptop Asus X405UA-BV330T (I3-7100U) (Xám Đen),9.290.000 ?,24,Asus,Office,Xám,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Không,Không có,4,1,Không,Không,1.6kg,3,Không
Máy xách tay/ Laptop HP Pavilion 15-au112TU (Y4G17PA) (Vàng),10.990.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Có,Có,Không có,3,1,Có,Không,1.35kg,2,Không
Máy xách tay/ Laptop Lenovo Ideapad 310-15IKB 80TV02E8VN (i5-7200U) (Đen),11.590.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,16GB,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 920M,2GB,1TB,Không có,Có,Có,Không có,2,1,Không,Không,2.1kg,2,Không
Máy xách tay/ Laptop HP Pavilion 15-au119TX (Y4G52PA) (Bạc),11.590.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,nvidia geforce 940mx,2GB,500GB,Không có,Có,Có,Không có,3,1,Có,Không,1.35kg,2,Không
Máy xách tay/ Laptop Dell Inspiron 13 5378-26W972 (Xám),15.890.000 ?,12,Dell,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,2,1,Có,Không,1.8kg,3,Không
Máy xách tay/ Laptop Dell XPS13 9365-K7DWW2 (I7-7Y75-SSD512G) (Bạc),54.490.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7Y75,2,1.3 GHz,4MB,Windows 10,16GB,Đang cập nhật,"13.3""",Có,3200 x 1800,Intel HD Graphics 615,Không có,Không,Không có,512GB,Không,Không,Không có,3,1,Không,Không,1.3kg,4,Không
Máy xách tay/ Laptop Acer G3-572-70J1 (NH.Q2CSV.003) (Đen),26.990.000 ?,12,Acer,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050Ti,4GB,1TB,Không có,Không,Có,Không có,4,1,Có,Không,2.5kg,4,Không
Máy xách tay/ Laptop Lenovo Yoga720-13IKB-80X60084VN (i5-7200U) (??ng),19.700.000 ?,12,LENOVO,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,4,1,Có,Không,1.3kg,4,Không
Máy xách tay/ Laptop HP Pavilion 15-cc048TX (2GV11PA) (Vàng),15.100.000 ?,12,HP,Multimedia,Vàng,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,nvidia geforce 940mx,2GB,1TB,Không có,Không,Có,Không có,4,0,Có,Không,2.16kg,3,Không
Máy xách tay/ Laptop Dell Vostro 3468 (F3468-70090697) (Đen),9.990.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,16GB,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Không,Không có,2,1,Có,Có,1.96kg,4,Không
Máy xách tay/ Laptop Dell Vostro 3468 (F3468-70087405) (Đen),9.290.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Không,Không,1.7kg,3,Không
Máy xách tay/ Laptop HP Spectre x360-ac028TU (1HP09PA) (Đen),41.990.000 ?,12,HP,Multimedia,Đen,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1028,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.32kg,3,Không
Máy xách tay/ Laptop HP Pavilion 14-bf116TU (3MS12PA) (Vàng),15.290.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Không,"14.0""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Không,Không,1.63 kg,3,Không
Máy xách tay/ Laptop Lenovo G5070-6676 (Đen),7.890.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i3 4th Gen,i3-4005U,2,1.7 GHz,3MB,Free DOS,2GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 4400,Không có,Không,500GB,Không có,Có,Có,Không có,3,1,Không,Có,2.3kg,4,Không
Máy xách tay/ Laptop Asus UX461UA-E1127T (I5-8250U) (Vàng ??ng),26.290.000 ?,24,Asus,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,Không,"14.0""",Có,1920 x 1080,Intel UHD Graphics 620,Không có,Không,1TB,512GB,Không,Không,Không có,3,1,Không,Không,1.4kg,3,Không
Máy xách tay/ Laptop Dell Vostro 5568 (F5568-70134547) (Vàng),16.990.000 ?,12,Dell,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,8GB,16GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,4,1,Có,Có,2.0 kg,3,Không
Máy xách tay/ Laptop HP EliteBook X360 1030 G2 (1GY36PA) (Bạc),35.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,8GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.35kg,3,Không
Máy xách tay/ Laptop Dell 5437-D8MMY2 (Bạc),15.900.000 ?,12,Dell,Multimedia,Bạc,Intel Core i5 4th Gen,i5-4200U,2,1.6 GHz,3MB,Windows 8,4GB,8GB,"14.0""",Không,1366 x 768,Intel HD Graphics 4400,NVIDIA GeForce 740M,2GB,500GB,Không có,Có,Không,Không có,3,1,Có,Không,1.95,6,Không
Máy xách tay/ Laptop HP Pavilion TS14-b151TU (D9G53PA),9.990.000 ?,12,HP,Multimedia,Đen,Intel Core i3 2th Gen,I3-2375M,2,1.5 GHz,3MB,Windows 8,4GB,Không,"14.0""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Không,Không,2.4kg,4,Không
Máy xách tay/ Laptop Asus K551LN-XX235D (I5-4200U) (Bạc),15.290.000 ?,24,Asus,Multimedia,Bạc,Intel Core i5 4th Gen,i5-4200U,2,1.6 GHz,3MB,Free DOS,6GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GT840M,2GB,500GB,Không có,Có,Có,Không có,3,1,Không,Không,2.1kg,4,Không
Máy xách tay/ Laptop Asus K455LA-WX287D (I3-5010U) (Xám),9.850.000 ?,24,Asus,Multimedia,Xám,Intel Core i3 5th Gen,I3-5010U,2,2.1 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Có,Không,Không có,3,1,Không,Không,2.1kg,4,Không
Máy xách tay/ Laptop HP Pavilion 14-n001TU (F0B94PA) (Trắng),12.100.000 ?,12,HP,Multimedia,Trắng,Intel Core i5 4th Gen,i5-4200U,2,1.6 GHz,3MB,Free DOS,4GB,8GB,"14.0""",Không,1366 x 768,Intel HD Graphics 4400,Không có,Không,500GB,Không có,Có,Không,Không có,3,1,Có,Có,2.03 kg,4,Không
Máy xách tay/ Laptop Asus S550CA-CJ013H (I3 3217U) (Đen),13.920.000 ?,24,Asus,Multimedia,Đen,Intel Core i3 3th Gen,i3-3217U,2,1.8 GHz,3MB,Windows 8,4GB,Đang cập nhật,"15.6""",Có,1360 x 768,Intel HD Graphics,Không có,Không,Không có,16GB,Có,Có,Không có,2,1,Có,Có,2.6kg,4,Không
Máy xách tay/ Laptop Asus S500CA-CJ026H (I3-3217U),13.200.000 ?,24,Asus,Multimedia,Đen,Intel Core i3 3th Gen,i3-3217U,2,1.8 GHz,3MB,Windows 8,4GB,Đang cập nhật,"15.6""",Có,1366 x 768,Intel HD Graphics,Không có,Không,500GB,16GB,Có,Có,Không có,3,1,Có,Có,1.8 Kg,3,Không
Máy xách tay/ Laptop HP Pavilion 14-n003TX (F0B92PA) (Đen),13.100.000 ?,12,HP,Multimedia,Đen,Intel Core i5 4th Gen,i5-4200U,2,1.6 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics,AMD Radeon HD8670M,2GB,500GB,Không có,Có,Không,Không có,3,1,Có,Không,2.1kg,4,Không
Máy xách tay/ Laptop Asus N550JV-CN329H (I7-4700HQ) (Đen),26.990.000 ?,24,Asus,Multimedia,Đen,Intel Core i7 4th Gen,i7-4700HQ,4,2.4 GHz,6MB,Windows 8,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GT750M,2GB,750GB,Không có,Có,Có,Không có,3,1,Không,Không,2.7kg,4,Không
Máy xách tay/ Laptop Asus UX302LA-C4004H (I5-4200U) (Xanh Đen),28.200.000 ?,24,Asus,Multimedia,Xanh,Intel Core i5 4th Gen,i5-4200U,2,1.6 GHz,3MB,Windows 8,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 4400,Không có,Không,500GB,Không có,Có,Không,Không có,3,1,Không,Không,1.5kg,3,Không
Máy xách tay/ Laptop Dell Vostro 3568-VTI35037 (Đen),11.090.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,1TB,Không có,Có,Có,Không có,4,1,Có,Có,2.1kg,4,Không
Máy xách tay/ Laptop Dell XPS13 9360-99H103 (I7-7560U-SSD512G) (Bạc),46.090.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7560U,2,2.4 GHz,4MB,Windows 10,16GB,Đang cập nhật,"13.3""",Có,3200 x 1800,Intel HD Graphics 640,Không có,Không,Không có,512GB,Không,Không,Không có,3,1,Có,Không,1.26kg,4,Không
Máy xách tay/ Laptop HP Pavilion 14-AL114TU (Z6X73PA) (Bạc),10.390.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop Asus X541UA-GO1384 (I5-7200U) (Đen),10.390.000 ?,24,Asus,Office,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,3,0,Có,Có,2kg,3,Không
Máy xách tay/ Laptop MSI GP72M 7REX-1216XVN (I7-7700HQ),27.990.000 ?,24,MSI,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Free DOS,8GB,32GB,"17.3""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA Geforce GTX 1050Ti,4GB,1TB,Không có,Không,Có,RGB,4,1,Có,Không,2.6kg,6,Không
Máy xách tay/ Laptop Asus GL503VM-GZ219T (I7-7700HQ) (Đen),32.490.000 ?,24,Asus,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Windows 10,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA GeForce GTX 1060,3GB,1TB,Không có,Không,Có,RGB,5,1,Có,Không,2.3kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 14 3467-M20NR21 (I3-7100U) (Đen),9.990.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,1.81kg,4,Không
Máy xách tay/ Laptop HP 14-bs565TU (2GE33PA) (Bạc),12.890.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.7kg,4,Không
Máy xách tay/ Laptop Acer AS VX5-591G-52YZ (NH.GM2SV.002) (Đen),18.190.000 ?,12,Acer,Gaming,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Free DOS,8GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050,4GB,1TB,128GB,Không,Có,Không có,4,1,Có,Không,2.5kg,4,Không
Máy xách tay/ Laptop HP Envy 15-as104TU (Y4G00PA) (Bạc),19.690.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,128GB,Không,Có,Không có,3,1,Có,Không,1.94kg,3,Không
Máy xách tay/ Laptop HP Pavilion 15-au120TU (Z6X66PA) (Vàng),11.490.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Có,Có,Không có,3,1,Có,Không,2.03kg,2,Không
Máy xách tay/ Laptop Acer SA5-271P-53CQ (NT.LB9SV.003) I5-6200U (Bạc),20.199.000 ?,12,Acer,Multimedia,Đen,Intel Core i5 6th Gen,i5-6200U,2,2.3 GHz,3MB,Free DOS,4GB,Đang cập nhật,"12.0""",Có,2160 x 1440,Intel HD Graphics 520,Không có,Không,Không có,256GB,Không,Không,Không có,2,0,Có,Không,1.25kg,2,Không
Máy xách tay/ Laptop HP Probook 450 G4-Z6T21PA (Bạc),16.350.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,16GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Có,Không có,3,1,Có,Có,2.2kg,3,Không
Máy xách tay/ Laptop Acer Spin 5 SP513-52N-53MT (NX.GR7SV.001) (Xám),20.989.000 ?,12,Acer,Multimedia,Đen,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,4,1,Có,Không,1.6 kg,3,Không
Máy xách tay/ Laptop HP Probook 450 G4-Z6T24PA (Bạc),20.490.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7500U,2,2.7 GHz,4MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 930MX,2GB,500GB,Không có,Không,Không,Không có,4,1,Có,Không,2.04kg,4,Không
Máy xách tay/ Laptop Acer F5-573-36LH (NX.GFKSV.003) (Bạc),9.490.000 ?,12,Acer,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Có,Có,Không có,3,1,Có,Không,2.4kg,4,Không
Máy xách tay/ Laptop Asus A540UP-DM094T (I3-7100U) (Bạc),11.900.000 ?,24,Asus,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,AMD Radeon R5 M420,2GB,500GB,Không có,Không,Có,Không có,3,1,Có,Có,1.9kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 520-15IKB 80YL005FVN (i5-7200U) (Vàng),15.800.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,nvidia geforce 940m,4GB,1TB,Không có,Không,Có,Không có,3,1,Có,Không,2.4kg,2,Không
Máy xách tay/ Laptop HP Envy 13-ab011TU (Z4Q37PA) (Bạc),20.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"13.3""",Không,3200 x 1800,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.43kg,3,Không
Máy xách tay/ Laptop HP Probook 440 G4-Z6T14PA (I5-7200U) (Bạc),15.590.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics,NVIDIA GeForce 930MX,2GB,500GB,Không có,Có,Không,Không có,3,1,Có,Có,1.9kg,3,Không
Máy xách tay/ Laptop MSI GP62MVR 7RFX-892XVN (I7-7700HQ),32.490.000 ?,24,MSI,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Free DOS,16GB,32GB,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA GeForce GTX 1060,3GB,1TB,128GB,Có,Có,Multi Color,4,1,Có,Có,2.3kg,6,Không
Máy xách tay/ Laptop Lenovo Ideapad 110-15ISK-80UD018YVN (I3-6006U) (Đen),7.490.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,1TB,Không có,Không,Có,Không có,4,1,Có,Không,2.1kg,4,Không
Máy xách tay/ Laptop HP Probook 440 G4-Z6T13PA (Bạc),15.390.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Có,1.9kg,3,Không
